ca_id,codigo_ca,nombre,monto_clp,fecha_publicacion,fecha_cierre,estado_ca_texto,proveedores_cotizando,descripcion,direccion_entrega,productos_solicitados,puntuacion_final,organismo_id,fecha_cierre_segundo_llamado,estado_convocatoria,puntaje_detalle,plazo_entrega
824,3841-120-COT25,MATERIALES DIFUSION PROGRAMA FOMIL,470000.0,2025-11-11,2025-11-14 12:00:00,Publicada,,,,,0,374,,,[],
871,5155-247-COT25,Adquisición de 3 quitasol lateral para patio interior Edificio Santo Domingo 628. -,3600000.0,2025-11-11,2025-11-12 21:00:00,Publicada,,,,,0,172,,,[],
872,1057439-4071-COT25,ALCOHOL ISOPROPILICO ,2067450.0,2025-11-11,2025-11-12 19:50:00,Publicada,,,,,0,318,,,[],
873,3885-329-COT25, VESTUARIO PDC,480000.0,2025-11-11,2025-11-12 19:40:00,Publicada,,,,,0,395,,,[],
874,552757-128-COT25,MUEBLES PARA POSTA DE CARDONAL DE PANILONCO PICHILEMU,2204000.0,2025-11-11,2025-11-12 19:40:00,Publicada,,,,,0,297,,,[],
875,3877-690-COT25,ADQUISICION DE ARTICULOS Y MATERIAL DE OFICINA Y ESCRITORIO,145000.0,2025-11-11,2025-11-12 20:00:00,Publicada,,,,,0,377,,,[],
689,1058103-376-COT25,LACOSAMIDA CM 100 MG,110000.0,2025-11-11,2025-11-12 19:55:00,Publicada,,,,,0,302,,,[],
876,5739-27-COT25,MANTENCIÓN DE EXTINTORES DE SENCE ARICA,100000.0,2025-11-11,2025-11-13 13:00:00,Publicada,,,,,0,396,,,[],
877,1057536-1556-COT25,ADQUISICION MOBILIARIO SOL 279-2025 ,249900.0,2025-11-11,2025-11-12 20:00:00,Publicada,,,,,0,378,,,[],
878,875646-1741-COT25,SONDA RECAMBIO PARA GASTROSTOMIA,6000000.0,2025-11-11,2025-11-12 19:45:00,Publicada,,,,,0,53,,,[],
879,4307-246-COT25,SERVICIO DE TRASLADO PARA ACTIVIDADES PARA LA SALA CUNA Y JARDIN INFANTIL ANTURAYEN FONDOS JUNJI,200000.0,2025-11-11,2025-11-12 20:00:00,Publicada,,,,,0,354,,,[],
880,3841-119-COT25,MATERIALES DE OFICINA PARA PROGRAMA OMIL,332350.0,2025-11-11,2025-11-14 12:00:00,Publicada,,,,,0,374,,,[],
881,1057299-1054-COT25,CROQUERAS PROGRAMA HPV 2,500000.0,2025-11-11,2025-11-12 19:40:00,Publicada,,,,,0,163,,,[],
882,5178-5835-COT25,ANTICUERPO/ SP 1021344 DS,2761796.0,2025-11-11,2025-11-13 12:00:00,Publicada,,,,,0,47,,,[],
884,1792-24-COT25,Pintado Protecciones Metálicas TR Concepción,900000.0,2025-11-11,2025-11-14 17:00:00,Publicada,,,,,0,397,,,[],
885,2788-685-COT25,MATERIAL DE OFICINA-PROG. MUJERES JEFAS DE HOGAR,500000.0,2025-11-11,2025-11-12 20:00:00,Publicada,,,,,0,61,,,[],
886,1962-260-COT25,"E102RT9_ Adquisición insumos computacionales para la Dirección Regional Coquimbo, Con despacho incluido",510742.0,2025-11-11,2025-11-13 12:00:00,Publicada,,,,,0,177,,,[],
887,2389-679-COT25,ADQUISICIÓN DE BODEGA SUSPEL ,6000000.0,2025-11-11,2025-11-12 20:00:00,Publicada,,,,,0,398,,,[],
888,2395-1106-COT25," (Sol. Ped. 1416) Reparación Autoclave TUTTNAUER, Recinto CESFAM EEF",700000.0,2025-11-11,2025-11-12 19:40:00,Publicada,,,,,0,141,,,[],
889,2069-4055-COT25,IGS COMPRA EXTRA PROGRAMA ITS ,5000000.0,2025-11-11,2025-11-12 20:00:00,Publicada,,,,,0,23,,,[],
890,2395-1107-COT25,"(Sol. de Ped. 693) Servicio de 11 planes de datos y de telefonía móvil + tarjeta Sim , para Dirección de Salud",2000000.0,2025-11-11,2025-11-12 21:00:00,Publicada,,,,,0,141,,,[],
891,4291-2097-COT25,SERVICIO DE CONFECCIÓN DE PIEZA MECANIZADA DE ALUMINIO 6061 PARA ASTRONOMIA,250000.0,2025-11-11,2025-11-12 20:00:00,Publicada,,,,,0,331,,,[],
892,1209004-204-COT25,COMPRA JUEGOS PLAY STATION 5- REGALO NAVIDAD RF PEHUENCHE,380000.0,2025-11-11,2025-11-13 13:00:00,Publicada,,,,,0,399,,,[],
893,1070620-4479-COT25,YJF- LENVATINIB 10 MG,6800000.0,2025-11-11,2025-11-12 19:45:00,Publicada,,,,,0,344,,,[],
894,3486-600-COT25,SILLAS COMEDOR (SP.703),150000.0,2025-11-11,2025-11-12 22:00:00,Publicada,,,,,0,255,,,[],
895,3567-568-COT25,ADQUISICIÓN DE VACUNAS ANTIRÁBICAS,480000.0,2025-11-11,2025-11-13 14:00:00,Publicada,,,,,0,314,,,[],
896,692235-67-COT25,Adquisición de bibliografía para el Observatorio de Bienestar Estudiantil DAE,400000.0,2025-11-11,2025-11-12 21:30:00,Publicada,,,,,0,359,,,[],
897,2719-576-COT25,MATERIALES CONEXIÓN GENERADOR PTAS SAN JOSÉ OBRERO,1100000.0,2025-11-11,2025-11-12 20:00:00,Publicada,,,,,0,400,,,[],
898,1003473-5565-COT25, PROG. DENTAL NOVIEMBRE 2025,6000000.0,2025-11-11,2025-11-13 13:00:00,Publicada,,,,,0,337,,,[],
900,4201-741-COT25,MATERIALES PARA HABILITAR OFICINA DE DIDECO,421000.0,2025-11-11,2025-11-12 19:45:00,Publicada,,,,,5,222,,,"[""+5: 'dideco' en Título""]",
901,5590-446-COT25,INSUMOS DE LABORATORIO (187),750000.0,2025-11-11,2025-11-13 00:00:00,Publicada,,,,,0,47,,,[],
902,619133-2000-COT25,INTERCAMBIADOR DE TUBO DIFICIL  (BOUGIE) ADUL,250000.0,2025-11-11,2025-11-12 19:42:00,Publicada,,,,,0,161,,,[],
903,1057536-1555-COT25,ADQUISICION MOBILIARIO SOL 279-2025 ,1799280.0,2025-11-11,2025-11-12 20:00:00,Publicada,,,,,0,378,,,[],
904,2776-1202-COT25,COMPRA DE 2 TOLDOS  CON CARPA LATERAL (FALTANTES) PARA ACTIVIDADES DEL PROGRAMA MERCADO CAMPESINO DE RENGO,300000.0,2025-11-11,2025-11-13 12:00:00,Publicada,,,,,0,1,,,[],
905,1305560-136-COT25,EDG PG01 LICENCIAS SOFTWARE HERRAMIENTAS EN SUITE PARA EDISION Y TRATAMIENTO DE MULTIMEDIA,1020000.0,2025-11-11,2025-11-13 13:00:00,Publicada,,,,,0,401,,,[],
906,5456-32-COT25,PÓLIZA DE SEGURO SIN DEDUCIBLES PARA VEHÍCULO FISCAL TVDF-69 ,911803.0,2025-11-11,2025-11-12 20:00:00,Publicada,,,,,0,402,,,[],
907,2343-535-COT25,Jornada Autocuidado / ped 1431,600000.0,2025-11-11,2025-11-15 13:00:00,Publicada,,,,,0,77,,,[],
908,5855-236-COT25,2do llamado Capacitación en control de plagas y enfermedades mediante uso de producto agroecologico tierra de diatomeas - Prodesal 2025,2649484.0,2025-11-11,2025-11-12 20:00:00,Publicada,,,,,0,403,,,[],
909,2759-637-COT25,compra de bombas. sol. 295/adm,900000.0,2025-11-11,2025-11-14 14:00:00,Publicada,,,,,0,345,,,[],
910,2912-404-COT25,MEJORAMIENTO FARMACIA DE CESFAM FRUTILLAR,3500000.0,2025-11-11,2025-11-13 18:00:00,Publicada,,,,,0,214,,,[],
911,707426-211-COT25,"Servicio corte de pasto, desmalezado y limpieza de residuos para Jardín de Villa O'Higgins",300000.0,2025-11-11,2025-11-17 12:00:00,Publicada,,,,,0,57,,,[],
912,1461054-468-COT25,ADQUISICIÓN DE  EQUIPAMIENTO MUSICAL/PEDAGÓGICO PARA CALSES DE MÚSICA COELGIO VILLA SAN  BARTOLOMÉ,233860.0,2025-11-11,2025-11-13 11:00:00,Publicada,,,,,0,64,,,[],
913,557639-2880-COT25,ADQUISICIÓN DE ARTÍCULOS VARIOS PARA LICEO COMERCIAL DIEGO PORTALES.,5500000.0,2025-11-11,2025-11-12 20:00:00,Publicada,,,,,0,206,,,[],
914,623-304-COT25,SI - Adquisición Insumos para reparación y mantención de Sanitarios.,1500000.0,2025-11-11,2025-11-13 13:00:00,Publicada,,,,,0,404,,,[],
148,5148-226-COT25,CONTRATACIÓN DE 9 SERVICIOS EVALUACIÓN PSICOLABORAL CARGOS FUNCIONARIOS EN FISCALÍA NACIONAL DEL MINISTERIO PÚBLICO,951432.0,2025-11-11,2025-11-13 15:00:00,Publicada,,,,,0,62,,,[],
915,4307-245-COT25,SERVICIO DE TRASLADO PARA ACTIVIDADES SALA CUNA Y JARDIN INFANTIL NIDITO DE AMOR FONDOS JUNJI,120000.0,2025-11-11,2025-11-12 20:00:00,Publicada,,,,,0,354,,,[],
916,4469-489-COT25,"S.C. N° 38111 (U.F.), IMPRESORA 3D Y CONTROL REMOTO PARA LABORATORIO DE ING. CIVIL INFORMATICA. UPLA.",673516.0,2025-11-11,2025-11-13 14:00:00,Publicada,,,,,0,42,,,[],
917,1057490-261-COT25,FILTROS DESECHABLES,5745600.0,2025-11-11,2025-11-12 20:00:00,Publicada,,,,,0,405,,,[],
918,507428-621-COT25,Material terapéutico,110000.0,2025-11-11,2025-11-20 15:00:00,Publicada,,,,,0,406,,,[],
919,889473-2531-COT25,SC 6345 - Impresión de gráficas (impresión Revista Científica),327250.0,2025-11-11,2025-11-12 20:00:00,Publicada,,,,,0,407,,,[],
920,2343-542-COT25,Publicación Diario Concurso Público,776000.0,2025-11-11,2025-11-12 19:35:00,Publicada,,,,,0,77,,,[],
921,1214102-1770-COT25,(DGC) ARTICULOS PARA HABILITACION DE SALA RBC,3500000.0,2025-11-11,2025-11-13 13:00:00,Publicada,,,,,0,368,,,[],
922,3765-310-COT25, Insumos para atención domicilaria,800000.0,2025-11-11,2025-11-13 11:30:00,Publicada,,,,,0,142,,,[],
923,4596-350-COT25,ARRIENDO DE 500 SILLAS PLEGABLES PARA JORNADA DE CIERRE DE TALLERES DEL LICEO POLIVALENTE SAN NICOLÁS,700000.0,2025-11-11,2025-11-12 19:40:00,Publicada,,,,,0,408,,,[],
924,5178-5834-COT25,MESA REDONDA REUNION + 4 SILLAS/ SP 1021230 DS ,450000.0,2025-11-11,2025-11-13 12:00:00,Publicada,,,,,0,47,,,[],
927,619133-1999-COT25,HIDROFIBRA CARBOXIMETIL CELULOSA 10X10CM,1100000.0,2025-11-11,2025-11-12 19:35:00,Publicada,,,,,0,161,,,[],
928,3187-429-COT25,ADQUISICIÓN DE ARTICULOS PARA MANTENIMIENTO DE LA CAPITANIA DE PUERTO DE PUERTO NATALES.,569400.0,2025-11-11,2025-11-12 19:40:00,Publicada,,,,,-9999,249,,,['FILTRO: Organismo No Deseado'],
929,846-29-COT25,RRFF SC 59332 POLIZA DE SEGURO CAMIONETA JUNJI ATACAMA,1300000.0,2025-11-11,2025-11-14 15:00:00,Publicada,,,,,0,286,,,[],
930,1057536-1554-COT25,ADQUISICION MOBILIARIO SOL 279-2025 ,267750.0,2025-11-11,2025-11-12 20:00:00,Publicada,,,,,0,378,,,[],
933,2440-1991-COT25,"Entradas al Parque Zoo de Linares, para Colegio Los Conquistadores de Curicó",750000.0,2025-11-11,2025-11-13 14:11:00,Publicada,,,,,0,409,,,[],
934,1485-109-COT25,Salón-data-amplificación-catering-almuerzo-Jornada cierre 2025 EPJA 21 personas,620000.0,2025-11-11,2025-11-17 13:00:00,Publicada,,,,,0,410,,,[],
935,1347870-224-COT25,"ADQUISICION IMPRESOS CONTINUIDAD DEL SERVICIO, MEMO 499, CONVENIO RES. 2932",6525722.0,2025-11-11,2025-11-13 11:00:00,Publicada,,,,,0,179,,,[],
936,707426-209-COT25,"Servicio corte de pasto, desmalezado y limpieza de residuos para Jardín de Puerto Tranquilo",220000.0,2025-11-11,2025-11-17 12:00:00,Publicada,,,,,0,57,,,[],
937,1098710-245-COT25,Servicio de Catering,250000.0,2025-11-11,2025-11-12 19:35:00,Publicada,,,,,0,411,,,[],
938,3335-1538-COT25,ADQUISICIÓN DE TABLERO COMUNICACIÓN DIGITAL PARA ESCUELA RURAL EL HUAPE ORD. 53 LEY SEP ,1238990.0,2025-11-11,2025-11-12 19:45:00,Publicada,,,,,0,102,,,[],
939,2495-628-COT25,Cartucho de toner original Centro de las Mujeres,650000.0,2025-11-11,2025-11-12 19:35:00,Publicada,,,,,5,213,,,['+5: Organismo Prioritario'],
940,1638-963-COT25,"Adquisición de materiales, Direccion de desarrollo comunitario, Según programa centro de las mujeres SM N°002881",750000.0,2025-11-11,2025-11-14 12:30:00,Publicada,,,,,0,136,,,[],
941,2284-1063-COT25,MATERIALES PARA TALLERES ANGACHILLA — SOLICITUD Nº 5286,579280.0,2025-11-11,2025-11-13 13:00:00,Publicada,,,,,5,150,,,['+5: Organismo Prioritario'],
942,623663-126-COT25,Licenciamiento plataforma Proctorizer o equivalente – compra de un mínimo de 500 licencias,5667834.0,2025-11-11,2025-11-25 17:00:00,Publicada,,,,,0,412,,,[],
943,1070620-4478-COT25,YJF- KETOPROFENO 50 MG.,6800000.0,2025-11-11,2025-11-12 19:45:00,Publicada,,,,,0,344,,,[],
944,1173449-85-COT25,CET CDP TALAGANTE - COMPRA PUNTO VENTA,1000000.0,2025-11-11,2025-11-14 13:00:00,Publicada,,,,,0,413,,,[],
945,4083-678-COT25,Mantención extintores NP N°921 y 939,200000.0,2025-11-11,2025-11-12 19:35:00,Publicada,,,,,0,267,,,[],
946,2453-1138-COT25,"PM N°1330 OC N°1330 D.O.M (COMPRA DE ARIDOS Y CEMENTO, SEGUN ESPECIFICACIONES EN ARCHIVO ADJUNTO)",762552.0,2025-11-11,2025-11-12 20:00:00,Publicada,,,,,0,414,,,[],
948,1464-527-COT25,"ADQUISICIÓN SERVICIO DE TRASLADO MEDIANTE VEHICULO TIPO VAN, HOSPITAL DE PARRAL 2025",6720000.0,2025-11-11,2025-11-12 20:00:00,Publicada,,,,,0,416,,,[],
949,2904-222-COT25,Servicio audiovisual; Servicio de Amplificación -  Aniversario Unión Comunal de Adultos Mayores 2025.,846090.0,2025-11-11,2025-11-12 19:40:00,Publicada,,,,,5,223,,,['+5: Organismo Prioritario'],
950,652-397-COT25,Curso de capacitacion PAC 2025,2500000.0,2025-11-11,2025-11-14 17:00:00,Publicada,,,,,0,417,,,[],
951,2111-1661-COT25,"vg 2188427975	SODIO CLORURO 0,9% 1000ML",2500000.0,2025-11-11,2025-11-12 20:00:00,Publicada,,,,,0,88,,,[],
952,2982-121-COT25,PRODUCTOS JENAED,350000.0,2025-11-11,2025-11-13 12:00:00,Publicada,,,,,-9999,66,,,['FILTRO: Organismo No Deseado'],
953,1549-5034-COT25,(225-5298) GUANTE ESTERIL 8.5 LIBRE LATEX 		,5800000.0,2025-11-11,2025-11-12 19:35:00,Publicada,,,,,0,14,,,[],
954,434-613-COT25," MAQUINARIAS, SEGÚN MEMO N°197 MEDIOAMBIENTE ASEO Y ORNATO",5680000.0,2025-11-11,2025-11-12 19:45:00,Publicada,,,,,0,418,,,[],
955,3000-1903-COT25,SERVICIO DE TRASLADO EN CAMIONETA-PROGRAMA VINCULO 2023-SOCIAL,79000.0,2025-11-11,2025-11-12 20:00:00,Publicada,,,,,0,419,,,[],
956,4776-728-COT25,ADQUISICION DE ELECTRODOMESTICOS CSRL,330000.0,2025-11-11,2025-11-13 19:30:00,Publicada,,,,,0,420,,,[],
957,2111-1662-COT25,DV - 2141910000 METAMIZOL SOD. 300 MG COMPRIMIDO,140000.0,2025-11-11,2025-11-12 19:40:00,Publicada,,,,,0,88,,,[],
958,2591-1466-COT25, ADQUISICION IMPRESORA MULTIFUNCIONAL CON WIFI Y DOS KIT DE TONER PARA EL DEPTO DE SALUD,520000.0,2025-11-11,2025-11-12 19:30:00,Publicada,,,,,0,421,,,[],
959,1003473-5564-COT25, PROG. PAB. 11-2025 TET PREFORMADO ORAL,2500000.0,2025-11-11,2025-11-13 13:00:00,Publicada,,,,,0,337,,,[],
960,4291-2096-COT25,MONITORES PARA FACIBA ANT2256,3500000.0,2025-11-11,2025-11-13 15:00:00,Publicada,,,,,0,331,,,[],
961,1057536-1553-COT25,ADQUISICION MOBILIARIO SOL 279-2025 ,704480.0,2025-11-11,2025-11-12 20:00:00,Publicada,,,,,0,378,,,[],
962,3268-807-COT25, 400 413 GU 134-2025 ADQUISICIÓN DE FAJAS LUMBARES ELASTICADAS,300000.0,2025-11-11,2025-11-12 19:30:00,Publicada,,,,,0,422,,,[],
963,1195104-153-COT25,ESTUFAS DE GAS LICUADO DE 15 KILOS PARA LA DIRECCIÓN REGIONAL ÑUBLE,200000.0,2025-11-11,2025-11-13 20:00:00,Publicada,,,,,0,423,,,[],
964,2656-1521-COT25,EXTRACCIÓN DE LODOS PLANTA ALTO RARI,3300000.0,2025-11-11,2025-11-13 12:00:00,Publicada,,,,,0,424,,,[],
965,3187-432-COT25," CURSO DE CAPACITACIÓN PARA 02 PERSONS, ORIENTADO EN SOLDADURA ARCO MANUAL CON ELETRODO REVESTIDO PARA PERSONAL DE LA GOBERNACIÓN MARÍTIMA DE PUNTA ARENAS",1080000.0,2025-11-11,2025-11-12 19:35:00,Publicada,,,,,-9999,249,,,['FILTRO: Organismo No Deseado'],
966,619133-1998-COT25,GLICONATO 5/0 C/AGUJA DS 17 MONOSYN O MONOCRY,300000.0,2025-11-11,2025-11-12 19:30:00,Publicada,,,,,0,161,,,[],
967,2291-1379-COT25,"NP Nº15 TESORERIA MUNICIPAL, ADQUISICION DE LAMPARAS DETECTORAS DE BILLETES",400000.0,2025-11-11,2025-11-12 20:00:00,Publicada,,,,,0,58,,,[],
968,3887-338-COT25,"CINTOS ARTES MARCIALES, OF. DEPORTES ",300000.0,2025-11-11,2025-11-12 20:00:00,Publicada,,,,,0,293,,,[],
969,4879-182-COT25,Servicio para la compra de máquina y equipos para el trabajo con NNJ de CECREA				,877965.0,2025-11-11,2025-11-12 20:30:00,Publicada,,,,,0,425,,,[],
970,3635-336-COT25,Celebración día del parvulo Comunal ,1000000.0,2025-11-11,2025-11-13 11:09:00,Publicada,,,,,0,426,,,[],
971,2759-634-COT25,SERVICIO DE PRODUCCION. SOL. 211/DAyF.,4600000.0,2025-11-11,2025-11-17 18:30:00,Publicada,,,,,0,345,,,[],
974,2145-510-COT25,Servicio Dental Gasa 5x5 cm,75000.0,2025-11-11,2025-11-13 19:00:00,Publicada,,,,,0,429,,,[],
975,5178-5833-COT25,CATERING/SP 1021611/JL,920000.0,2025-11-11,2025-11-12 20:00:00,Publicada,,,,,0,47,,,[],
976,3692-454-COT25,Servicio de Mantención Preventiva de Ecógrafo del Servicio de Urgencias Rural de El Quisco,500000.0,2025-11-11,2025-11-12 20:00:00,Publicada,,,,,0,339,,,[],
977,3560-428-COT25,PREMIOS ESC. V.F OP-618,320000.0,2025-11-11,2025-11-12 19:45:00,Publicada,,,,,0,394,,,[],
978,792907-24-COT25,Servicio de Mantenimiento de Tablero de Distribución del Sistema Eléctrico ,600000.0,2025-11-11,2025-11-17 15:00:00,Publicada,,,,,0,184,,,[],
979,2929-619-COT25,EPP personal de áreas verdes,37990.0,2025-11-11,2025-11-12 21:00:00,Publicada,,,,,0,360,,,[],
980,4464-261-COT25,NOTA N°78 BATERIAS DE VENTILADORES MECANICOS SERVO U,2000000.0,2025-11-11,2025-11-12 19:45:00,Publicada,,,,,0,337,,,[],
981,2705-1804-COT25,ADQUISICION DE INSTRUMENTOS MUSICALES Y JUEGOS DIDACTICOS SC 5244,935474.0,2025-11-11,2025-11-12 19:40:00,Publicada,,,,,0,108,,,[],
983,1057062-815-COT25,"Servicio de alojamiento y alimentación para días: 16, 17, 18,19,20 y 21 noviembre_FISABS 878 y 1048",1910000.0,2025-11-11,2025-11-12 19:30:00,Publicada,,,,,0,74,,,[],
984,3460-176-COT25,“SERVICIO DE ARRIENDO DE CUATRO BAÑOS QUIMICOS CON MANTENIMIENTO POR CINCO MESES PARA LA TF VICTORIA”,2000000.0,2025-11-11,2025-11-13 13:00:00,Publicada,,,,,0,93,,,[],
985,1057536-1552-COT25,ADQUISICION ROPA DE MUJER SERNAMEG,450000.0,2025-11-11,2025-11-12 20:30:00,Publicada,,,,,0,378,,,[],
986,514848-348-COT25,BUZOS ESCUELA CHUMIL,641410.0,2025-11-11,2025-11-13 12:00:00,Publicada,,,,,0,309,,,[],
987,3232-353-COT25,REPOSERAS BLANCAS - SC N°83695 ADMINISTRACION MUNICIPAL,6800000.0,2025-11-11,2025-11-13 19:00:00,Publicada,,,,,0,158,,,[],
988,3750-327-COT25,MONITOR DESFIBRILADOR BIFÁSICO PROGRAMA AGL,6700000.0,2025-11-11,2025-11-12 20:00:00,Publicada,,,,,0,154,,,[],
989,3949-309-COT25,INSUMOS TOMA DE MUESTRAS Y CURACIONES ,2399748.0,2025-11-11,2025-11-17 13:00:00,Publicada,,,,,0,431,,,[],
990,707426-208-COT25,"Servicio corte de pasto, desmalezado y limpieza de residuos para Jardín de Bahía Murta",380000.0,2025-11-11,2025-11-17 12:00:00,Publicada,,,,,0,57,,,[],
991,5360-126-COT25,ARTICULOS INDUSTRIALES,6800000.0,2025-11-11,2025-11-13 13:00:00,Publicada,,,,,0,96,,,[],
992,707419-136-COT25,REPARACION MODULO DOSIFICACION ADBLUE Y REEMPLAZO INYECTOR DE UREA PARA VEHICULO INSTITUCIONAL MAXUS T60,1000000.0,2025-11-11,2025-11-17 12:00:00,Publicada,,,,,0,57,,,[],
993,3820-873-COT25,compra de sala de baño,600000.0,2025-11-11,2025-11-12 19:35:00,Publicada,,,,,0,266,,,[],
994,4229-127-COT25,ADQUISICIÓN DE MATERIALES PARA MEJORAS DE EFICIENCIA ENERGETICA,650000.0,2025-11-11,2025-11-12 21:00:00,Publicada,,,,,0,432,,,[],
995,2211-1576-COT25,Sol. 604 Servicio de mantención para un tractor DESARROLLO COMUNITARIO DEPORTES,290000.0,2025-11-11,2025-11-13 11:00:00,Publicada,,,,,0,240,,,[],
996,4414-725-COT25,ADQUISICION DE 02 BATERIAS 12 VOLT/110 AMP,441659.0,2025-11-11,2025-11-17 18:00:00,Publicada,,,,,0,24,,,[],
997,702988-380-COT25,"VESTUARIO DE SEGURIDAD (valor de la oferta DEBE SER EXENTO DE IVA, requisito excluyente)",41650.0,2025-11-11,2025-11-13 15:00:00,Publicada,,,,,0,93,,,[],
998,539119-150-COT25,ADQUISICIÓN DE INSUMOS PARA PISCINAS PARA EL DEPTO GESTIÓN Y VIVIENDAS Y POBLACIONES DEPENDIENTE DE LA DIRECCIÓN DE BINESTAR DE CARABINEROS .,650000.0,2025-11-11,2025-11-14 12:00:00,Publicada,,,,,0,433,,,[],
999,1283719-185-COT25,COMPRA DE PASAJES TERRESTRES PARA INVITADOS EN EL MARCO DEL CONCURSO LITERARIO FERNANDO SANTIVAN 2025,405000.0,2025-11-11,2025-11-13 19:30:00,Publicada,,,,,0,434,,,[],
1000,875646-1740-COT25,huesos carnudos ,600000.0,2025-11-11,2025-11-12 19:30:00,Publicada,,,,,0,53,,,[],
1001,5067-3133-COT25,ADQUSICIÓN DE LISTONES DE MADERA - R/85745,798000.0,2025-11-11,2025-11-12 19:30:00,Publicada,,,,,0,27,,,[],
1002,2036-422-COT25,Compra Pinzas Kelly Recta de 14 CM de Material Acero inoxidable para Stock Hospital Loncoche,45000.0,2025-11-11,2025-11-13 20:00:00,Publicada,,,,,0,114,,,[],
1003,1398-844-COT25,ALIMENTOS PROGRAMA VVS.,880000.0,2025-11-11,2025-11-14 13:00:00,Publicada,,,,,0,435,,,[],
1004,3087-184-COT25,TRIMEBUTINO (2152204004001002) Q°F°,30464.0,2025-11-11,2025-11-12 21:01:00,Publicada,,,,,0,436,,,[],
1005,2109-884-COT25, DISPENSADOR DE TOALLA CLINIC,2000000.0,2025-11-11,2025-11-12 19:30:00,Publicada,,,,,0,305,,,[],
1006,5617-34-COT25,ADQUISICION DE PISO CALCE PERFECTO,300000.0,2025-11-11,2025-11-12 19:50:00,Publicada,,,,,0,19,,,[],
1008,3624-460-COT25,MATERIALES PARA HABILITACIONES CASETAS LOCALES DE VOTACIÓN,394200.0,2025-11-11,2025-11-12 19:45:00,Publicada,,,,,0,438,,,[],
1009,5416-954-COT25,ADQUISICION DE PROYECTOR MULTIMEDIA,610000.0,2025-11-11,2025-11-12 20:00:00,Publicada,,,,,0,262,,,[],
1010,554734-220-COT25,ADQUISICION DE EQUIPOS COMPUTACIONALES,500000.0,2025-11-11,2025-11-12 20:00:00,Publicada,,,,,0,439,,,[],
1011,1057539-3627-COT25,1259738	KIT CIRCUITO AIR SPIRAL FISHER & PYKEL REF.FP900PT562,6900000.0,2025-11-11,2025-11-12 19:35:00,Publicada,,,,,0,440,,,[],
1012,5209-3249-COT25,PREGABALINA 75 MG,6954200.0,2025-11-11,2025-11-12 19:30:00,Publicada,,,,,0,47,,,[],
1013,4477-473-COT25,INSUMOS DE ALIMENTOS,1800000.0,2025-11-11,2025-11-12 19:30:00,Publicada,,,,,0,224,,,[],
1014,1058339-810-COT25,COTIZACIONES INDUMENTARIA USuaria-progra prlac,52400.0,2025-11-11,2025-11-13 15:00:00,Publicada,,,,,0,28,,,[],
1015,701426-335-COT25,ADQUISICIÓN DE MATERIALES DE FERRETERÍA PARA MANTENCIÓN DE RECINTOS DEPORTIVOS MUNICIPALES,1300000.0,2025-11-11,2025-11-13 14:23:00,Publicada,,,,,5,296,,,"[""+5: 'ferreteria' en Título""]",
1017,619284-94-COT25,Servicio de Reparación y Mantención de Sillas Escritorio,5000000.0,2025-11-11,2025-11-13 22:00:00,Publicada,,,,,0,355,,,[],
1018,1559-833-COT25, CONTRASTE SULFATO DE BARIO SUSP. ORAL 300 GR. MICRONIZADO,1500000.0,2025-11-11,2025-11-12 19:30:00,Publicada,,,,,0,107,,,[],
1019,1658-1697-COT25,S515-25/ADMINISTRACION Y FINANZAS/GESTION INTERNA/PROVISION E INSTALACION EQUIPO DE AIRE ACONDICIONADO Y VENTANA DE PERSIANA.,1300000.0,2025-11-11,2025-11-13 20:00:00,Publicada,,,,,0,253,,,[],
1020,777304-4966-COT25,INS001278	MEDIO DE CONTRASTE 100ML,6900000.0,2025-11-11,2025-11-12 19:30:00,Publicada,,,,,0,352,,,[],
1021,3246-346-COT25,ELECCIONES GBA 32 CSA ADQ. ARTICULOS PLASTICOS FACH AFTA,1000000.0,2025-11-11,2025-11-12 19:30:00,Publicada,,,,,0,442,,,[],
1022,2859-1553-COT25,ADQUISICION EQUIPOS TECNOLOGICOS,1200000.0,2025-11-11,2025-11-18 16:00:00,Publicada,,,,,0,4,,,[],
1024,707426-207-COT25,"Servicio corte de pasto, desmalezado y limpieza de residuos para Jardín de Melinka",428000.0,2025-11-11,2025-11-17 12:00:00,Publicada,,,,,0,57,,,[],
1025,229-177-COT25,"SERVICIO DE REVISIÓN, DIAGNOSTICO E INFORME DE FALLAS DEL SISTEMA DE AIRE ACONDICIONADO DE VEHICULOS DE FLOTA MUNICIPAL",1000000.0,2025-11-11,2025-11-14 13:00:00,Publicada,,,,,0,226,,,[],
1026,886954-543-COT25,CYSTOFIX MINIPAED 5 CH,1500000.0,2025-11-11,2025-11-12 19:40:00,Publicada,,,,,0,65,,,[],
1027,1523-1209-COT25,"NOVOSYN VIOLET 8/0(0,4)30CM y NYLON MONOFILAMENTO UD N 10 DOBLE AG 0,62- 3/8CIRC.30CM (OFTALMOL)",1000000.0,2025-11-11,2025-11-12 19:45:00,Publicada,,,,,0,443,,,[],
1028,1691-1712-COT25,FRL - BOLSA DE UROSTOMIA 57 MM PARA REPOSICION ARSENAL CLINICO HOSPITAL REGIONAL COYHAIQUE,1600000.0,2025-11-11,2025-11-12 19:40:00,Publicada,,,,,0,142,,,[],
